AREA,SAMTYPE,SEX,S1,S2,S3,S4,S5,S6,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7,Q9,Q8,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q10G,Q11A_Africa,Q11B_Europe,Q11C_MiddleEast,Q11D_Mexico,Q11E_CentralSouthAm,Q11F_Cuba,Q11G_Caribbean,Q11H_India,Q11I_China,Q11J_Japan,Q11K_Philippines,Q11L_OtherAsian,Q12,Q12A,Q13,Q13A,Q14A_Africa,Q14B_Europe,Q14C_MiddleEast,Q14D_Mexico,Q14E_CentralSouthAm,Q14F_Cuba,Q14G_Caribbean,Q14H_India,Q14I_China,Q14J_Japan,Q14K_Philippines,Q14L_OtherAsian,Q15a,Q15b,Q15c,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q19,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q21h,Q21i,Q22,Q24,Q25,Q26,Q27a,Q27b,Q27c,Q28,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q32c,Q32d,Q32e,Q32f,Q32g,Q32h,D2,D3,D5,D6,D7,D8,D9
770,1,1,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,8,22,,1,4
770,1,1,2,,,2,,,2,2,3,3,2,2,2,3,1,2,97,,3,3,1,1,3,1,2,1,2,1,4,1,1,2,2,2,2,4,3,9,,1,1,1,1,1,1,1,1,3,2,2,2,2,1,2,1,4,1,2,1,1,2,1,1,9,1,2,2,2,2,2,2,,2,2,,2,,,,,,2,3,2,9,1,2,9,2,2,2,4,3,3,2,2,2,2,1,8,6,96,1,5,1
770,1,2,2,,,1,,,2,1,2,2,2,2,2,2,1,1,17,2,2,2,2,2,1,2,2,97,97,1,1,97,1,3,1,1,1,1,1,1,9,1,9,8,97,2,1,2,1,5,97,6,6,97,4,4,4,4,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,,1,1,,1,,,,,,2,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,1,72,3,5,2
773,1,2,2,,,3,1,,1,3,1,1,1,1,1,1,9,,1,3,3,8,3,3,1,1,3,8,8,8,6,7,7,7,8,8,8,8,8,1,12,1,4,7,7,8,7,7,8,7,7,7,7,7,7,3,3,3,3,1,1,3,3,1,1,2,1,2,1,1,1,1,2,,2,1,,1,,,,,,1,1,3,1,1,1,1,1,1,2,4,4,2,2,2,2,4,2,,6,29,3,5,1
773,1,1,2,,,2,,,9,3,1,1,9,9,9,9,9,,2,2,3,8,8,3,1,3,1,99,99,99,99,99,99,99,99,99,99,99,99,1,10,9,,8,8,4,4,99,98,5,3,7,7,98,5,4,8,4,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,,1,1,,1,,,,,,1,4,2,1,1,1,1,1,1,8,4,4,4,2,4,4,4,2,2,7,61,5,5,1
773,1,2,1,,,1,,,2,3,2,2,4,4,4,4,1,2,9,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,3,3,3,2,3,2,2,2,4,5,3,4,2,2,2,2,2,1,2,1,3,3,1,9,9,9,9,9,9,9,9,9,9,,2,2,,,,,1,3,3,1,1,1,1,1,1,4,3,3,4,3,4,4,4,2,2,5,33,8,5,2
773,1,1,2,,,1,,,2,2,2,2,4,4,4,4,9,,97,,3,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,1,96,2,,5,97,4,4,4,7,4,4,5,7,97,3,4,2,4,1,9,3,1,3,9,1,2,2,2,1,1,2,1,2,,2,1,,1,,,,,,4,,3,9,9,9,9,9,9,4,3,4,2,3,3,3,4,3,2,6,39,4,5,1
773,1,1,1,,,1,,,2,3,1,2,4,4,1,4,1,1,9,3,2,3,2,2,3,3,3,97,97,97,7,97,97,97,97,97,97,97,97,8,,8,,2,9,97,3,6,2,4,3,6,6,4,3,4,2,4,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,4,3,3,3,1,3,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,3,49,1,5,2
773,2,1,2,2,,1,,,9,3,1,2,9,9,9,4,9,,2,9,3,3,3,8,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,2,8,1,3,3,5,3,4,3,5,3,3,4,4,4,3,2,3,3,3,3,3,1,1,9,2,2,9,9,9,,2,2,,2,,,,,,3,,2,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,5,65,5,5,2
801,1,2,2,,,3,1,,1,2,1,1,1,2,1,4,1,2,9,2,2,2,2,2,1,8,2,6,8,5,3,5,5,5,4,5,6,97,4,1,9,1,4,4,5,5,1,3,4,3,9,97,4,97,4,4,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,2,3,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,2,,5,18,6,2,3
801,1,1,2,,,2,,,1,9,1,2,9,9,4,1,1,3,9,2,3,1,3,3,1,8,1,97,7,6,5,4,97,97,6,7,8,97,4,1,10,1,4,97,6,6,3,3,97,97,4,5,7,4,4,4,2,4,2,1,2,2,3,3,1,2,1,2,2,1,2,2,2,,1,1,,1,,,,,,3,,3,1,1,1,1,1,1,3,4,4,4,3,3,4,3,3,2,7,81,4,5,1
801,1,1,2,,,2,,,2,3,1,2,2,4,4,4,1,1,17,2,3,3,2,2,3,3,2,6,10,3,5,6,4,5,5,2,5,5,6,2,,1,4,5,5,3,5,5,3,5,5,5,4,5,5,1,2,1,3,1,1,2,3,1,2,2,2,2,1,2,1,2,2,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,3,4,4,4,4,4,3,2,5,31,3,5,9
801,1,2,2,,,1,,,1,3,1,1,4,5,5,5,1,3,8,3,3,3,3,3,3,3,3,8,9,8,97,8,97,8,8,9,9,8,9,1,10,2,,6,7,6,5,7,6,7,7,8,8,7,8,4,4,4,1,9,1,2,2,2,2,2,1,2,2,1,2,2,2,,1,1,,1,,,,,,2,3,2,1,1,1,1,1,1,4,3,4,3,2,3,4,4,1,2,3,18,9,5,3
801,1,2,1,,,1,,,2,1,1,1,2,4,4,4,1,1,4,2,3,3,1,3,3,3,3,97,8,5,4,5,98,97,97,5,5,6,5,2,,2,,5,7,5,7,5,1,1,97,4,6,4,5,4,4,1,1,1,3,3,3,3,1,2,2,1,2,1,1,2,2,2,1,1,,2,2,,,,,2,1,2,2,1,1,1,1,1,4,4,4,4,1,4,4,4,1,1,5,65,4,5,1
801,1,1,2,,,1,,,1,3,1,1,1,1,1,1,1,3,4,2,1,1,3,3,1,1,1,7,6,6,6,7,6,6,8,9,8,8,6,2,,2,,4,6,4,3,5,4,97,97,6,4,4,3,4,4,4,3,2,1,2,1,1,2,2,1,1,2,2,1,1,1,,1,1,,1,,,,,,1,4,2,1,1,1,1,1,1,3,3,3,4,3,3,3,4,1,1,7,27,6,5,1
802,1,2,1,,,2,,,2,3,3,1,4,4,4,4,1,3,9,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,2,6,5,5,5,97,6,5,5,5,2,2,4,4,4,1,1,3,2,3,1,3,2,1,2,2,1,1,2,2,1,1,1,,1,2,,,,,1,9,3,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,6,33,2,5,1
802,1,1,2,,,2,,,2,1,1,2,2,2,2,4,1,1,17,2,3,2,2,2,3,3,3,10,10,1,1,10,98,1,10,1,1,1,1,2,,1,12,1,10,1,1,1,10,1,1,10,10,1,1,1,1,1,3,1,1,2,3,2,2,2,1,1,2,1,1,1,2,,1,1,,2,,,,,,1,4,2,1,1,1,1,1,1,2,4,4,2,1,4,4,4,2,2,2,37,4,5,1
802,1,1,2,,,1,,,2,3,2,2,3,4,4,4,3,,97,,3,3,3,3,3,3,3,7,10,5,4,7,4,6,7,9,9,6,7,1,9,1,4,2,8,1,2,98,3,97,97,7,7,1,97,4,3,4,3,1,1,3,3,3,3,1,2,2,2,2,1,2,2,,2,2,,1,,,,,,1,4,2,1,1,1,1,1,1,4,3,4,3,1,3,4,4,3,2,3,21,5,5,1
802,1,1,2,,,1,,,2,1,1,2,2,4,4,4,1,2,97,,2,3,3,3,3,3,3,98,98,98,98,98,98,98,98,98,98,98,98,2,,2,,98,98,98,98,98,98,98,98,98,98,98,98,2,2,2,3,1,1,2,3,1,2,2,2,1,2,1,1,1,2,,1,1,,2,,,,,,1,4,2,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,2,3,51,4,5,1
803,2,1,2,2,,2,,,1,3,1,1,4,4,4,4,1,2,9,3,3,2,2,2,1,3,3,7,4,5,4,4,5,5,7,5,5,4,4,2,,2,,4,9,4,3,3,6,1,8,8,8,4,2,3,2,1,1,1,1,2,3,1,3,2,2,2,1,1,1,1,2,,1,1,,1,,,,,,1,3,2,1,1,1,1,1,1,4,4,1,4,2,4,2,4,2,2,5,34,5,5,2
803,1,1,2,,,1,,,2,3,1,1,9,1,1,4,1,1,9,2,1,8,3,1,1,1,3,6,97,97,9,97,97,97,97,97,97,97,97,2,,2,,10,8,8,8,5,7,97,8,8,6,97,9,4,4,4,3,3,3,1,2,1,1,2,1,2,1,2,1,2,2,,2,1,,1,,,,,,1,1,2,2,2,2,2,2,2,4,4,1,3,4,4,4,4,2,2,5,28,3,5,1
803,1,1,2,,,1,,,1,3,2,2,9,4,9,4,9,,97,,3,3,3,3,3,3,1,10,9,7,1,10,1,1,2,1,1,5,5,2,,1,99,10,4,5,5,5,1,1,10,1,1,5,1,4,4,4,1,1,1,1,3,1,1,2,2,2,2,2,1,2,2,,1,1,,2,,,,,,1,4,4,1,1,1,1,1,1,4,4,4,3,4,3,3,4,3,2,2,49,2,5,2
803,3,1,2,,1,2,,,2,1,2,2,2,2,4,4,3,,14,1,3,1,2,2,3,2,2,8,10,4,7,5,2,10,1,1,1,1,1,2,,1,12,6,8,7,1,4,3,7,9,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,,1,2,,2,,,,,,1,4,3,1,1,1,1,1,1,4,4,1,1,1,4,4,4,2,2,1,25,1,1,4
803,2,2,2,2,,1,,,3,3,1,2,3,3,3,3,3,,97,,3,3,3,3,3,3,3,10,9,8,8,9,10,10,8,8,7,8,7,8,,1,6,10,5,8,9,10,8,9,8,8,9,8,8,4,3,4,1,3,2,2,1,1,1,2,2,2,2,1,2,2,2,,2,2,,2,,,,,,4,,2,1,1,1,1,1,1,4,4,4,3,4,4,4,4,2,2,3,35,2,5,2
803,1,1,1,,,2,,,2,3,2,2,2,2,3,2,3,,4,2,3,3,2,3,3,3,3,7,7,3,3,5,2,3,1,3,3,3,3,2,,1,6,8,97,97,2,6,1,1,9,97,7,97,97,3,3,4,3,1,1,9,3,9,2,2,1,1,2,1,1,1,2,1,1,1,,2,1,18,1,3,1,1,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,5,30,5,5,1
803,1,2,2,,,1,,,2,9,2,2,2,4,4,4,3,,97,,3,3,3,3,8,3,8,97,97,97,97,97,97,97,97,97,97,97,97,2,,8,,99,6,99,98,2,5,6,99,97,98,97,98,4,2,4,2,2,3,1,3,2,2,1,2,1,1,9,2,2,1,,9,2,,1,,,,,,1,1,1,9,2,1,2,9,2,4,1,3,2,4,3,2,1,1,8,6,49,3,5,1
803,2,2,2,2,,2,,,9,3,2,2,4,4,5,5,3,,96,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,97,1,10,1,5,97,97,97,97,97,97,97,97,97,97,97,97,3,3,4,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,,1,1,,2,,,,,,1,3,3,2,2,1,1,1,1,4,4,2,2,1,4,4,4,2,2,3,60,3,5,2
803,2,2,2,2,,1,,,3,1,1,1,9,4,4,4,3,,4,9,3,3,3,3,3,3,3,10,10,1,10,10,10,10,2,10,10,10,10,1,10,2,,8,8,8,8,8,1,8,8,8,8,8,8,4,4,4,3,3,1,3,3,3,3,2,2,2,1,2,1,1,2,,9,1,,1,,,,,,2,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,9,2,5,19,8,5,2
803,1,2,2,,,2,,,2,1,2,2,2,4,9,2,1,1,7,3,2,2,2,3,3,3,2,1,1,5,8,5,1,1,5,1,1,1,1,2,,1,6,1,1,5,8,5,1,5,5,5,5,1,1,1,2,3,1,1,1,1,3,1,1,2,9,1,2,2,1,2,2,,1,1,,2,,,,,,3,,4,2,2,2,2,2,2,4,4,4,4,1,4,4,4,1,2,1,63,2,5,1
803,1,1,2,,,1,,,2,3,3,1,4,4,4,4,3,,9,3,8,3,3,3,8,3,2,8,10,6,7,5,7,2,97,10,10,10,8,8,,8,,6,9,4,5,5,6,7,8,8,7,10,7,4,4,4,2,2,2,2,2,1,1,2,9,2,1,1,1,1,2,,1,1,,1,,,,,,2,3,2,2,1,1,1,1,2,4,4,3,4,3,4,4,4,1,2,5,19,8,5,1
803,2,2,2,2,,1,,,9,1,1,1,4,4,4,4,3,,16,9,3,3,3,3,3,3,3,8,97,97,97,5,97,6,6,97,97,6,5,8,,2,,2,98,97,97,98,97,97,97,97,98,98,98,3,3,4,2,9,2,2,1,1,9,2,2,2,2,1,1,2,1,,2,1,,2,,,,,,1,4,1,1,1,1,1,1,1,2,2,2,2,1,4,4,4,2,2,3,44,4,5,2
803,1,1,2,,,1,,,2,3,1,1,4,4,4,4,1,1,97,2,3,3,3,3,3,3,3,97,97,97,97,98,97,97,97,97,97,98,97,2,,2,,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,1,1,1,1,1,1,2,2,9,2,2,1,1,2,2,,2,1,,2,,,,,,1,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,33,3,5,2
803,1,2,2,,,2,,,9,3,1,1,4,4,5,5,3,,96,,,,,,,,,8,8,7,7,8,7,6,9,9,9,7,7,1,10,1,96,4,8,5,4,6,4,5,6,7,9,6,4,4,3,4,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,,2,2,,2,,,,,,1,4,2,1,1,1,1,1,1,4,4,4,3,3,4,4,4,2,1,6,26,3,5,1
804,1,2,2,,,3,3,1,2,3,1,1,2,3,2,2,1,1,98,1,2,2,3,1,2,1,3,7,7,5,5,5,5,98,5,9,4,10,5,1,11,1,9,5,6,6,4,5,4,5,5,1,2,3,5,2,2,4,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,,1,1,,1,,,,,,2,1,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,,5,44,2,5,1
805,1,2,2,,,3,1,,1,3,9,1,9,4,4,4,1,1,4,2,3,1,1,1,1,2,1,7,9,7,6,6,7,7,1,8,8,7,7,2,,1,4,5,8,5,6,6,7,7,10,7,7,7,6,4,3,4,2,1,2,3,3,1,2,1,2,9,9,9,9,9,9,,9,9,,1,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,,6,31,4,4,4
805,1,1,2,,,1,,,2,1,1,2,4,2,1,4,1,1,4,3,3,2,3,2,1,3,3,5,8,8,5,9,8,6,6,8,8,8,5,2,,2,,4,9,6,5,5,5,4,7,8,8,5,5,2,2,4,1,2,1,2,1,2,2,1,9,1,2,1,1,1,1,,1,1,,1,,,,,,1,4,2,2,2,2,1,2,1,4,2,2,2,1,3,4,4,3,2,6,20,3,3,2
805,1,2,2,,,2,,,2,1,1,2,2,2,4,4,1,1,4,2,3,3,3,3,3,3,3,98,8,7,8,8,98,98,8,8,8,8,8,8,,1,4,98,98,98,98,98,97,98,98,98,98,98,98,4,2,2,1,1,1,2,3,2,2,2,9,2,1,1,1,1,1,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,2,1,4,4,4,1,2,3,61,4,5,1
805,1,2,2,,,2,,,2,3,2,1,2,2,2,5,1,1,4,2,2,2,2,2,2,2,3,5,5,5,1,5,5,5,5,5,5,5,5,1,9,1,4,5,97,97,3,7,5,97,97,7,7,3,3,1,1,1,1,1,2,3,3,1,3,2,2,1,1,1,1,2,1,,1,1,,2,,,,,,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,4,1,2,3,32,6,5,1
805,1,2,2,,,2,,,1,2,3,3,4,4,4,4,9,,17,9,3,8,3,8,2,2,8,97,97,97,97,97,97,97,97,97,97,97,97,1,9,8,,1,7,6,2,6,1,2,6,7,6,6,6,3,3,3,1,1,1,3,3,2,3,2,2,2,2,2,2,2,2,,2,2,9,1,,,,,,3,,3,2,2,2,2,2,1,4,4,4,3,1,4,4,4,1,1,3,70,9,5,1
805,1,2,2,,,1,,,3,3,1,1,4,4,4,4,1,1,4,3,3,8,3,3,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,1,9,1,4,8,7,98,5,6,6,9,5,5,5,5,5,2,2,2,1,2,1,3,1,1,2,2,9,2,2,1,1,1,2,,1,1,,1,,,,,,3,,2,1,1,1,1,1,1,4,4,4,4,1,4,4,4,2,2,3,64,8,5,1
805,1,2,2,,,2,,,1,2,1,1,3,3,1,1,3,,4,2,1,2,3,3,1,2,3,8,8,8,6,7,5,5,5,8,8,6,8,2,,2,,8,5,4,4,6,98,5,98,8,6,98,5,3,3,4,2,2,3,3,3,1,1,1,2,2,1,1,1,2,1,,1,1,,1,,,,,,2,1,2,1,1,1,1,1,1,4,4,3,2,4,4,4,4,2,2,6,22,3,5,1
805,1,2,2,,,2,,,9,3,1,1,3,2,3,4,3,,4,2,3,2,8,3,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,97,5,97,4,97,97,7,5,97,97,97,4,3,3,4,3,1,2,3,2,3,2,2,2,2,2,1,1,2,1,,1,1,,1,,,,,,1,3,2,1,1,1,1,1,1,3,4,4,4,2,4,4,4,3,1,7,41,6,5,1
805,3,1,2,,4,1,,,1,3,1,1,4,1,4,4,9,,9,2,1,1,8,2,1,1,3,97,6,6,8,97,7,97,97,7,97,97,7,1,4,1,4,7,8,7,5,4,7,98,98,6,4,7,9,4,4,4,2,2,2,2,2,3,3,1,2,1,2,2,1,2,1,,1,9,,2,,,,,,2,3,3,1,1,1,1,1,1,3,4,4,3,3,1,3,4,1,2,2,18,8,4,4
805,1,1,1,,,2,,,1,1,1,1,4,4,4,4,3,,4,2,3,3,3,3,1,3,3,7,9,7,7,7,5,5,5,7,7,9,7,2,,2,,7,10,4,1,4,5,6,7,5,9,5,3,4,4,4,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,4,3,4,1,2,3,37,5,5,1
805,1,1,2,,,2,,,2,1,3,1,2,2,2,2,1,1,4,3,2,2,2,2,3,2,3,6,6,4,1,1,1,4,5,2,1,2,1,1,8,1,4,9,5,6,9,5,8,4,6,6,8,97,5,1,1,1,1,1,1,3,3,3,1,2,1,2,2,1,1,2,2,,2,1,,2,,,,,,3,,3,1,1,1,2,2,1,3,2,4,2,1,4,4,4,1,1,7,73,1,5,1
805,1,2,2,,,2,,,2,3,1,1,1,4,5,5,9,,96,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,2,,2,,2,8,4,2,3,3,4,3,8,9,4,4,4,4,4,1,1,1,3,1,1,3,1,9,2,2,1,1,1,2,,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,2,4,2,2,7,56,6,5,1
805,1,1,1,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,,1,4
805,1,2,2,,,1,,,2,3,1,1,1,1,1,4,1,3,4,2,2,1,3,3,3,3,3,97,6,5,5,5,97,97,6,97,97,97,97,2,,2,,97,97,97,97,97,97,97,97,97,97,97,97,4,4,4,1,2,2,1,3,2,3,2,9,1,2,1,1,1,1,,1,1,,2,,,,,,3,,1,1,1,1,1,1,1,4,4,4,3,3,4,4,4,1,2,5,59,5,5,1
805,1,2,2,,,2,,,2,3,1,3,3,3,3,4,1,1,4,2,8,2,8,3,1,3,1,8,8,5,9,9,97,97,97,8,9,97,7,1,1,8,,98,8,3,6,98,98,98,98,98,8,98,98,4,4,4,1,1,2,3,1,2,1,2,1,2,1,1,1,2,2,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,4,2,4,4,4,2,2,7,53,4,5,1
805,1,1,1,,,1,,,2,3,1,2,2,2,3,4,1,2,9,2,2,2,2,3,8,1,3,6,8,4,4,5,3,4,5,4,6,4,4,8,,1,6,5,6,3,4,5,2,5,97,5,7,6,3,1,2,1,1,1,2,3,2,1,1,2,2,1,2,1,1,1,1,1,1,1,,2,1,4,2,2,1,1,4,2,1,1,1,1,1,1,3,4,4,2,1,2,4,4,3,2,5,42,5,5,1
806,1,1,1,,,1,,,2,1,2,2,4,4,4,4,1,1,4,1,1,1,1,1,1,1,1,8,5,10,5,8,4,10,97,9,9,8,9,2,,2,,5,10,9,5,5,6,2,10,10,10,10,5,4,4,4,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,,2,1,4,2,1,3,2,4,3,2,2,2,2,2,2,3,4,3,1,3,4,4,4,2,2,1,51,9,4,4
806,3,1,2,,1,2,,,1,3,1,2,4,4,1,1,2,,9,2,3,1,3,2,1,2,3,8,7,6,7,7,6,5,6,7,7,6,5,2,,1,4,5,5,4,6,7,4,5,6,6,6,5,5,4,4,4,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,,1,1,,1,,,,,,1,3,2,1,1,1,1,1,1,4,4,4,3,2,3,4,4,2,2,3,19,1,1,4
806,3,1,2,,2,2,,,1,2,2,1,4,1,1,1,3,,9,3,3,3,3,3,1,3,3,7,6,5,8,6,6,5,5,5,5,5,5,2,,2,,5,6,5,5,5,4,5,5,4,5,4,4,4,4,4,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,,1,1,,1,,,,,,1,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,3,19,3,2,4
806,1,2,1,,,3,1,,2,1,3,1,2,2,2,2,9,,5,9,3,3,2,1,3,2,3,97,97,97,10,97,97,97,97,97,97,97,97,8,,8,,98,98,98,98,98,1,98,98,98,98,98,98,4,4,4,2,1,1,9,2,1,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,,,,,2,9,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,,2,38,8,1,4
806,1,2,1,,,2,,,2,2,1,1,4,3,3,4,9,,9,2,2,2,3,3,3,2,3,97,8,97,5,5,97,4,97,5,6,5,97,1,11,1,11,3,6,1,3,2,3,3,4,4,4,3,2,1,2,1,1,1,1,2,3,1,1,1,2,1,2,1,1,9,2,1,1,1,,1,9,,,,,4,,3,1,1,1,1,1,1,4,4,4,3,4,3,4,4,1,2,5,42,4,5,1
810,1,1,2,,,1,,,1,3,1,1,4,1,5,5,9,,96,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,2,,2,,2,9,4,5,5,3,5,5,5,9,5,4,4,4,4,1,1,1,1,1,1,1,2,2,9,1,9,9,1,2,,9,9,,2,,,,,,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,4,3,1,5,47,5,5,1
810,1,1,2,,,1,,,2,3,1,1,1,4,1,1,3,,3,1,1,3,3,3,1,1,3,10,10,10,7,7,10,8,10,10,10,10,10,1,12,1,7,2,10,2,3,3,3,3,3,10,10,10,10,4,4,4,3,3,3,3,3,1,1,2,9,9,1,1,1,1,2,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,8,4,4,4,3,1,5,73,9,5,1
810,1,1,2,,,2,,,2,3,1,1,1,1,1,1,1,2,3,3,3,8,3,3,3,1,3,5,5,7,1,97,5,5,5,4,6,5,5,2,,2,,6,3,5,1,5,9,5,2,2,2,3,3,4,4,4,1,1,3,3,3,3,3,2,9,1,1,1,1,1,2,,1,1,,2,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,2,2,1,4,4,3,2,4,33,4,5,1
810,1,2,2,,,2,,,1,1,1,1,3,4,5,5,1,2,96,,,,,,,,,4,5,3,4,3,4,3,6,4,4,3,6,2,,2,,5,6,6,4,5,4,3,7,6,6,4,6,3,2,2,1,1,1,3,2,2,1,2,1,2,2,2,1,2,2,,1,1,,2,,,,,,3,,4,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,4,76,3,5,1
810,1,2,2,,,1,,,2,3,1,3,4,9,4,4,1,2,3,9,3,2,3,3,1,3,3,8,8,5,8,8,8,8,8,8,8,8,8,1,1,2,,9,9,97,97,97,9,97,7,8,8,97,97,3,4,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,,1,1,,2,,,,,,2,4,3,1,1,1,1,1,1,3,4,2,4,1,4,4,4,2,2,6,29,1,5,1
810,1,1,2,,,2,,,1,3,1,1,9,9,9,9,9,,97,,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,2,,1,4,8,8,2,2,3,3,2,6,8,5,5,6,4,4,4,1,1,1,3,1,1,3,1,2,2,2,1,1,1,2,,2,2,,1,,,,,,2,4,3,1,1,1,1,1,1,4,4,4,3,4,4,4,4,2,2,3,18,7,5,1
810,1,1,1,,,2,,,2,1,2,2,2,4,4,4,1,2,3,1,2,2,2,3,3,2,3,5,5,3,5,5,2,4,3,2,2,7,2,1,9,1,3,5,8,2,3,5,2,5,5,10,10,5,5,2,2,4,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,,2,2,,,,,1,1,2,1,1,1,1,1,1,1,4,1,2,2,2,4,4,3,2,3,21,2,1,4
810,1,1,2,,,1,,,2,9,2,2,2,2,4,4,1,3,97,,2,3,2,2,3,2,2,4,2,2,99,6,5,3,6,4,4,1,3,8,,1,3,2,2,5,3,4,4,2,4,3,2,1,2,4,3,3,3,1,1,2,3,2,3,1,2,2,2,1,2,2,1,,1,1,,2,,,,,,1,1,4,2,1,1,1,1,1,4,3,4,3,3,2,4,4,2,2,5,30,2,5,1
810,1,2,1,,,1,,,3,3,2,2,3,2,2,4,1,2,11,1,2,3,3,2,1,8,8,10,1,5,2,10,2,1,10,1,1,1,1,1,1,1,9,10,1,5,1,1,1,1,6,1,1,1,5,1,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,1,2,1,1,1,,1,1,9,3,3,2,1,9,3,2,2,2,2,2,2,2,4,1,1,3,2,2,8,3,2,5,18,1,5,2
810,2,2,1,2,,1,,,2,3,2,2,2,3,4,4,1,1,10,3,2,3,3,3,3,3,3,5,1,5,1,1,1,1,5,1,1,1,1,1,3,8,,1,10,5,1,1,1,1,1,1,1,5,5,4,8,4,1,1,3,1,3,1,1,2,2,2,2,1,2,1,2,2,1,1,,2,2,,,,,4,,1,2,1,1,1,1,1,4,3,1,1,1,4,4,4,4,2,3,37,6,5,2
810,1,2,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,,5,1
